No.,Text,Marah,Antisipasi,Jijik,Takut,Bahagia,Sedih,Terkejut,Percaya
2475,Semoga di tahun ini akn semakin banyak hal baik yang datang buat kk juga buat kita Semua,0,1,0,0,0,0,0,0
393,Aku selalu ingin bersyukur. Selalu diberi kasih yang banyak oleh sekitarku.,0,0,0,0,0,0,0,1
3712,Gue capek dengan situasi seperti ini ! Semoga di 2020 gue bisa ditempat yang lebih baik,0,1,0,0,0,0,0,0
1718,aku yang makasih ke kamu ai..thank you...semoga pelangi kamu selalu hadir tepat waktu sayang...,0,0,0,0,1,0,0,1
1462,2020 : Semoga apa yang ada di mimpi menjadi kenyataan. Aamiin.,0,1,0,0,1,0,0,0
2390,"semangat 2020 mas kelinci paskah, semoga tahun ini menjadi tahun yang terbaik",0,1,0,0,1,0,0,0
3863,"Awal tahun 2020 yang cerah dipagi ini , semoga aja secerah ingin ku nan terwujud di tahun ini ,amin ",0,1,0,0,0,0,0,0
613,"Semoga tahun ini dipenuhi kebahagiaan, apa yang lo inginkan terwujud. Stay friendly min. Met new york",0,1,0,0,0,0,0,1
893,Ya Allah berikanlah ketabahan kepada orang orang yang terkena musibah banjir.,0,0,0,0,0,0,0,1
3370,"Liat sampai akhir dong vipnya... yang malesin cewe pelakornya, muka sok polos tapi bitch! Wkwk",0,0,1,0,0,0,0,0
1108,Apa cuma daerah aku doang yang banjirnya makin tinggi :((,0,0,0,0,0,1,1,0
3485,"Saya kira saya sudah yang tercepat dan terpintar, tapi ternyata....ah sudah lah.",0,0,0,0,0,1,0,0
563,Ya Allah :( smg ibuk gapapa ya.. Smg ga kena sakit yang parah :((,0,0,0,1,0,1,0,0
935,2020 harus lebih banyak uang yang dikeluarin daripada ditabung #sikap,0,1,0,0,0,0,0,0
1333,kangen yang kangen gua aja lah sekarang mah. pasrah aja gua :(,0,0,0,0,0,1,0,0
433,"Ini gw beneran simpati sama yang kena banjir. Hati-hati kalian, semoga cepet surut ya airnya.",0,0,0,0,0,1,0,0
1840,"Jika suatu saat nanti ada yang mencintai kamu dengan segenap hatinya, jagalah dia baik-baik :) Teens_Livia",0,0,0,0,1,0,0,1
833,Happy new year bella  semoga banyak hal baik yang terjadi,0,1,0,0,1,0,0,0
3436,Banjir jakarta dan sekitarnya serem amat. Stay safe yaaaa siapapun yang di sana.,0,1,0,1,0,0,0,0
1191,Selamat tahun baru! Semoga yang disemogakan tahun ini kecapaian semua yaaaa,0,1,0,0,1,0,0,0
1323,Semangat faras. Jangan sedih. Mungkin tahun ini bakal nemu yang spesial,0,0,0,0,0,0,0,1
216,"Cewek cantik itu yang senyumnya untuk semua orang, tapi hatinya hanya untuk cowok yang dia sayang.",0,0,0,0,1,0,0,1
488,"Terimakasih sudah menemani ku. Semoga ditaun baru ini, kamu lah yang bisa bikin aku tersenyum terus",0,0,0,0,1,0,0,1
1235,Aku hanya ingin bersama orang yang bener-bener sayang sama aku dan takut kehilangan aku. â™¥ï¸_x008f_ ##BotZidanCreative,0,0,0,0,0,0,0,1
4080,turut berduka cita untuk warga jakarta dan sekitarnya yang belom ada sehari taun barunya udah banjir2an,0,0,0,0,0,1,0,0
852,"Stay safe buat temen temen yang kena banjir, semoga banjirnya cepet surut aamiin",0,1,0,0,0,0,0,0
3772,"ya Allah, hapuskanlah luka dan keraguan yang aku alami ini karena aku tahu smua itu ada hikmahnya.",0,1,0,0,0,0,0,0
240,kehilangan kamu adalah hal yang paling aku takutkan.... :') #MissYou,0,0,0,1,0,1,0,0
3472,Dytl ada yang mau berteman dengan saya? Saya park seong hwa dari ateez. Mari berteman!,0,0,0,0,1,0,0,0
1971,"dek, yang candy candyy, ku suka, ku mau~",0,0,0,0,1,0,0,0
354,"Selamat tahun baru juga, Guntur! Semoga di tahun ini banyak kebahagiaan yang dateng ya!",0,1,0,0,1,0,0,0
4156,Gasukaa baunya minyak uruut. Gaenak banget ini siapa si yang make???,0,0,1,0,0,0,0,0
676,"Semoga berjumpa yang selayaknya .. biar lambat , asal selamat ,",0,0,0,0,0,0,0,1
1828,Orang yang terbaik dalam hidup Anda adalah yang pertama datang ke pikiran Anda setelah membaca kalimat ini.,0,0,0,0,1,0,0,1
3554,Semoga tahun ini ada kabar baik buat aku dan tmn tmn yang mau masuk kuliah. Aamiin,0,1,0,0,0,0,0,0
672,Stay safe untuk teman-teman di sebagian jabodetabek yang terkena banjir.,0,0,0,0,0,0,0,1
3611,"selamat pagi tweeps, semoga aktivitas kamu lancar dan dapat apa yang kamu cari :)semangat guys.",0,1,0,0,0,0,0,0
85,Benci la kenapa time matriks dengan time dekat U ni kena hadap orang yang sama suka buat bising?,1,0,1,0,0,0,0,0
2418,"temen temen yang kena banjir stay safe ya, barang barang yg penting segera diamankan",0,1,0,0,0,0,0,0
1282,"Tuhan, jadikan hamba pribadi yang selalu berfikir dan bertidak pada jalanMu.",0,0,0,0,0,0,0,1
2045,Temen temen yang lagi kena banjir stay save yaaa semoga hujannya berhenti,0,1,0,0,0,0,0,1
3508,"Aku suka banget blackpink tapi non-kopi, kaĺo kopi paling enak menurutku yang rum.",0,0,0,0,1,0,0,0
1070,stay safe teman teman semua! terutama yang di villa nusa indah,0,1,0,0,0,0,0,1
1168,Semoga tahun ini nemu yang bisa diajak berbagi rasa. #2020PacarBaru,0,1,0,0,1,0,0,0
193,"Hujan di pagi hari saatnya untuk menarik selimut kembali, sungguh suasana yang sangat di nanti.",0,0,0,0,1,0,0,0
8,"Janganlah kau menyakiti hatinya , karena itu hal kecil yang dapat membuatmu menyesal seumur hidupmu",0,0,0,0,0,1,0,0
2273,Buat yang kena banjir semoga tidak ada korban jiwa dan cepat surut aamiin,0,1,0,0,0,0,0,0
338,@NERAKACLSD yang gambar siapa sih!!!! mau protes!!!!!!,1,0,0,0,0,0,0,0
3294,"semoga dapet kerjaan tetap dalam waktu ini dan diberi rezeki yang berlimpah, kak!",0,1,0,0,0,0,0,0
2158,Semoga 2020 jadi tahun yang lebih baik dari tahun tahun sebelumnya,0,1,0,0,0,0,0,0
1004,"2020. Tuhan, tenggelamkanlah aku dalam kesibukan yang bermanfaat.Aamiin",0,0,0,0,0,0,0,1
907,Terimakasih atas luka yang kau beri untuk menyambut awal tahun ku :),0,0,0,0,0,1,0,0
624,"semoga sehat dan bahagia, jadi pribadi yang lebih baik dari sebelumnya",0,0,0,0,0,0,0,1
103,harapanku untuk tahun yang baru sederhana saja; menjadi manusia yang tidak disia-siakan dan tak menyia-nyiakan.,0,1,0,0,0,0,0,0
2583,"Aduh gua benci banget kalau lag setiap mau nyerang musuh, mau report juga bingung yang mana???",1,0,0,0,0,0,0,0
3618,"Suatu hari kelak, aku pasti menemukan cinta sejatiku yang diperuntukkan Tuhan bagiku selamanya.",0,1,0,0,0,0,0,0
2687,"putra putri sakit hati, ayah ibu sendiri, komitmen lama mati, hubungan yang menyepi.",0,0,0,0,0,1,0,0
3486,"mau fankit wannaone, dom jaktim. semoga yang disemogakan segera tersemogakan ya. ayo mutualann~",0,1,0,0,0,0,0,0
1266,Gue memohon diberi kesehatan dan uang yang berlimpah. Dah itu yg utama.,0,1,0,0,0,0,0,1
1368,Awal dari tahun 2020 menjadi awal yang buruk buat gua,0,0,0,0,0,1,0,0
2808,Daerah metland puri kering dari jam 9 pagi .. kenapa masih dimatiin sampai malam ? Kerjanya yang bener donk ...,1,0,0,0,0,0,0,0
2120,Semoga yang terkena musibah awal tahun ini diberikan kesabaran ya,0,1,0,0,0,1,0,0
1660,"semoga semua yang terkena banjir dilindungi sama Allah, stay safe ya ",0,1,0,0,0,0,0,1
3528,Bersyukur bgt masih punya sobie sobie yang orang tua nya pun baik sama aku dan 'welcome',0,0,0,0,1,0,0,0
270,inget waktu aku nangis kamu yang setia ngelapin air mata aku :') #flasback,0,0,0,0,0,1,0,1
1585,Happy new year!! Semoga ada di tempat yang kering!,0,1,0,0,1,0,0,0
1095,selamat tahun baru dan selamat menikmati banjir untuk kaum yang sering membuang sampah sembarangan,1,0,1,0,0,0,0,0
3352,Cantik bener noon fcnya semua :( selamat tahun baru juga noon semoga apa yang disemogan terwujud #mt97rosegoestoberojol,0,1,0,0,0,0,0,0
1233,2020...Bismillah...semoga menjadi tahun yang lebih baik,0,1,0,0,1,0,0,0
3694,Nggak kok. Kenapa sih emang sama cewe yang bales chat cepet? Kok kaya pada takut gitu :(,0,0,0,0,0,1,0,0
4135,"Tuhan, nyenyakkanlah istirahatku malam ini, dan bangunkanlah aku esok sebagai pribadi yang lebih percaya diri. Aamiin",0,0,0,0,0,0,0,1
3914,Malam makin larut dan aq pun mulai hanyut pada rindu yang semakin akut tapi syang....kmu masih z cemberut,0,0,0,0,0,1,0,1
4046,"Dan ternyata 2019 berlalu, aku berhasil ngelewatin setiap masalah yang datang. Bangga sama diri sendiri, aku hebat ",0,0,0,0,1,0,0,0
2768,"Heyy 2020 aku siap menghadapi mu apapun yang terjadi ditahun mu,,,SEMANGAT!!!!!",0,1,0,0,1,0,0,0
2371,"Masya Allah, 2020 udah disambut hujan deras btw, untuk yang rumahnya kebanjiran stay safe yaaa",0,0,0,0,0,1,1,0
1175,"Semoga daerah yang terkena banjir, banjirnya segera surut.",0,1,0,0,0,0,0,1
1817,"Selamat tahun baru 2020 , semoga kamu mempunyai yang baru dan jauh lebih baik dari aku .",0,0,0,0,0,1,0,0
3293,"Jangan menghina teman yang pacarnya anak gang sebelah, daripada pacar di Jerman tapi gapernah nelpon",0,0,1,0,0,0,0,0
1208,"Baru kali ini ada customer yang kecewa, sedih banget",0,0,0,0,0,1,0,0
1736,"Terimakasih bocah yang selalu di bilang kembar sama aku, tapi aku ngga mau gegara kamu lebih cantik :(",0,0,1,0,0,1,0,0
3597,"Saat melihat pertunjukan dari murid yang lebih tua, aku sangat kagum.",0,0,0,0,1,0,0,0
2139,"Terimakasih 2019, kau mengajarkan segala sesuatu yang harus diperjuangkan",0,0,0,0,0,0,0,1
912,"semoga yang diharapkan terkabul satu persatu di tahun ini, aamiin",0,1,0,0,1,0,0,0
3349,udah nyerah kalo namjoon yang ngomong ngerangkai kata. manis banget bos gue mau nangis,0,0,0,0,1,0,0,0
2447,"But, we did it! terima kasih yang sudah berbaik hati menolong. ",0,0,0,0,1,0,0,0
3819,"Tak ape lah bang, bantu doa yang terbaik ya bang, terima kasih abangku yang jauh di sana.",0,0,0,0,1,0,0,1
1578,"“aku tidak menangis karena sedih, ini hanya karena angin yang membuat mataku berair” – I miss u",0,0,0,0,0,1,0,0
425,stay safe yang kebanjiran! tapi parah sih ini ujannya ga berenti2 dari semalem.,0,0,0,1,0,1,0,0
1503,yang rumahnya kena banjir ada?? semoga cepet surut yaaa huhu sini ngungsi rumah ak,0,1,0,0,0,0,0,0
2436,Stay Safe untuk saudara-saudara yang tengah menghadapi banjir. Semoga banjir lekas segera surut #Banjir,0,1,0,0,0,0,0,0
418,"Aku ingin menjadi pelangimu, yang akan selalu bisa membuat hidupmu lebih berwarna dengan caraku sendiri",0,0,0,0,1,0,0,1
1257,"Terima kasih, untuk aku yang masih bisa bertahan dari liku kehidupan. Bandung",0,0,0,0,1,0,0,1
4173,"Sudah pukul 20.00, semoga kawasan yang banjir segera surut dan listrik tdk lagi padam. Aamiin.",0,1,0,1,0,0,0,0
2607,Apa kabar yang bua g sampah sembaranganan??? Apa kabar pprov yang cuma bisa NGEMENG DOANG #Banjir,1,0,1,0,0,0,0,0
1438,Banyak hal yang tak diduga duga terjadi. Terima kasih 2019,0,0,0,0,1,0,0,0
2426,"Semoga selamat malam yang ku ucap dari hati, sampai pada dirimu yang begitu berarti",0,1,0,0,0,0,0,0
1498,"Harapanku di tahun ini, aku punya harapan yang lebih besar.",0,1,0,0,0,0,0,0
3845,"Hati hati saat banjir, waspada aliran listrik liar dan kobra-kobra yang baru pada menetas itu ya #Hensat",0,0,0,1,0,0,0,0
3479,"Kok malah informasi yang valid si, warga butuh solusi jakarta ga banjir lagi!",1,0,0,0,0,0,0,0
1759,Terimakasih 2019 sudah memberi diriku pembelajaran dan kehilangan orang yang ku sayangi dan sangat berarti dalam hidupku,0,0,0,0,1,0,0,0
481,semoga 2020 ini duit tidak hilang pada benda yang langsung tiada faedah. aamiin.,0,1,0,0,1,0,0,0
3547,"alhamdulillah rumah w gak kena banjir. stay safe ya semua yang kebanjiran, semoga cepet surut, sehat2 semuaaa",0,1,0,0,1,0,0,0
3372,Terima kasih atas hadiah pertama yang kau berikan di tahun 2020 ini ya Allah.,0,0,0,0,1,0,0,1
3369,"Semoga di tahun 2020 ini menjadi tahun keberuntungan, dan semoga bisa menjadi pribadi yang lebih baik!!",0,1,0,0,1,0,0,0
554,"Stay safe ya buat kawan² yang terdampak banjir , semoga cepet surut  & bisa beraktifitas seperti sedia kala ",0,1,0,0,0,0,0,0
2459,"Jika kamu merasa sedih, tenang ada aku disini, yang siap membuatmu tertawa kembali. :)",0,0,0,0,1,0,0,0
1216,Alhamdulillah dah masuk tahun 2020 harini semoga apa yang diazamkan dapat ditunaikan nanti,0,1,0,0,1,0,0,1
2485,Terimakasih yang sudah ikut berpartisipasi di event @anaktwttegal #anaktwittermulung perdana ini see you on next event guys!,0,0,0,0,1,0,0,0
1703,Semoga banjirnya segera surut dan yang tertimpa banjir diberikan kesabaran atas musibah ini.,0,1,0,0,0,0,0,1
2522,2020 flying solo. Semoga menjadi tahun yang sangat menyenangkan!!!!!! <3,0,1,0,0,1,0,0,0
2228,Semoga yang terkena banjir cepet surut yaaa. Semangat temen temen semuanya!!!,0,1,0,0,0,0,0,0
2376,"tahun 2019, tahun yang menyenangkan. Terimakasih banyak tuhan, so grateful ",0,0,0,0,1,0,0,0
1342,"Bye 2019 yang penuh drama, semoga drama ditahun 2019 bisa dijadiin pelajaran",0,1,0,0,0,0,0,0
3616,"Happy new year namjoon oppa, semoga semoga dan semoga yang lainnya insyaallah terwujud ditahun ini. Amin",0,1,0,0,1,0,0,0
1188,Semoga semakin menjadi orang yang berguna bagi orang lain dan sekitar,0,1,0,0,1,0,0,0
2368,Nihao jiejie--! Xiexie buat wishnya! Doakan yang terbaik yaa,0,0,0,0,1,0,0,0
1936,"Bangun pagi yang agak kesiangan, kaget dong udah 2020 kemaren kan belom tiup terompet",0,0,0,0,0,0,1,0
256,"Aku memang bukan yang terbaik untukmu, tapi kamu tak pernah tau bahwa diriku sangat mincintaimu setulus hatiku. Teens_Adel",0,0,0,0,1,0,0,1
1192,Apanya yang si itu gitu begitu????,0,0,0,0,0,0,1,0
1066,"di tahun yang baru ini inginku cuma satu, aku pengen semakin rajin ibadah",0,1,0,0,0,0,0,1
707,"Emm okay permulaan 2020 yang agak baguss, keep it up!",0,1,0,0,1,0,0,0
2791,Jakarta kayanya rame Wisata Maritim Tahun Baru. Bangsa yang besar adalah bangsa yang basah. Semoga bahagia!!,0,0,1,0,0,0,0,0
1348,tahun ini semoga menjadi pribadi yang lebih baik lagi dari tahun sebelumnyà,0,1,0,0,1,0,0,0
3710,happiest birthday tanteeee-! semoga tahun ini semua yang tante inginkan dikabulin yaa aamiin!,0,1,0,0,1,0,0,0
3497,"semoga sehat selalu, panjang umur dan mudah rezeki untuk semua relawan yang sedang bertugas.",0,1,0,0,0,0,0,0
2302,"Amiin. Terima kasih Amad, moga diberi yang terbaik untuk kau tahun baru ni. Aku doakan.",0,1,0,0,1,0,0,0
1798,"Kehilangan sekali sudah sakit, apalagi yang kedua kali, bahkan berkali-kali. Terlebih jika kehilangan orang yang sama.",0,0,0,0,0,1,0,0
3055,Kasihan ya Allah semog rejeki mereka yang kena musibah diganti dengan rejeki berkali2 lipat di tahun ini. Aaamiin,0,1,0,0,0,1,0,0
622,Awal 2020 dimulai dengan Bara yang tersedak Teh Pucuk. Bodoh.,1,0,0,0,0,0,0,0
3380,"Namun darinya aku belajar, bahwa mencintai orang yang mencintai kita jauh lebih menyenangkan.",0,0,0,0,0,0,0,1
4143,Selamat tahun baru dan jgn berburuk sangka kepada orang yang lahir di bulan September yaa.,0,1,0,0,0,0,0,0
3908,Tanyarl buat teman-teman yang lagi terdampak atlantis gitu mck nya gimana ya? kasian :( semoga cepat surut ya,0,0,0,1,0,1,0,0
390,Salah satu hal tergoblok yang indon miliki adalah razia kondom. Goblok. Manusia itu hama.,1,0,1,0,0,0,0,0
2272,Semoga aku makin sayang dan semakin disayang oleh orang orang yang kusayangi.,0,0,0,0,0,0,0,1
3891,"Ya Allah, semoga cepet surut banjirnyaa dan guppy yang blm kebawa arus masih bisa diselamatkannn ",0,1,0,0,0,0,0,0
2537,Jadi kamu anggap orang yang takut melawan orang tua sama dengan membenci orang tua nya?,0,0,1,0,0,0,0,0
2704,"Selamat bertugas untuk para relawan/petugas yang harus berjibaku “mengamankan” banjir, love you ",0,0,0,0,1,0,0,0
3192,"Cinta itu praktis. Jika ia tak dihormati, ia pergi dan menghadiahkan dirinya kepada jiwa yang lebih baik",0,0,0,0,0,0,0,1
1975,"Selamat mbak tant, semoga menjadi keluarga yang sakinah.",0,0,0,0,1,0,0,0
2750,"Tahun ini juara yang ke 12 untuk kita pemain ke 12, mari buktikan!!! ",0,1,0,0,0,0,0,0
1308,"yang rumahnya kebanjiran, hati hati ya, jangan sampe sakit:'(",0,1,0,0,0,0,0,1
1200,"mereka yang bikin ulah, tapi aku yang malu :(",1,0,0,0,0,1,0,0
1851,"terimakasih untukku, sudah bekerja keras demi penghidupan yang layak dan ridhoNya, tetap semangat, jangan lelah ya aku",0,0,0,0,1,0,0,1
2099,"Iyaa.. awal yang baik nih li, jadi lebih semangat wakwak",0,1,0,0,1,0,0,0
457,"""terima kasih banyak kepada staf yang mengambil sembilan gadis rata-rata dan mengubahnya menjadi SNSD"" -Yuri",0,0,0,0,1,0,0,0
3741,selamat tahun baru yang dingin buat teman teman di jakarta dan sekitarnya :'),0,1,0,0,0,0,0,0
3387,menangis aku melihat kenyataan manusia diluaran sana yang begitu brutal diluar ekspektasiku.........,0,0,0,0,0,1,1,0
2972,Orang yang tulus mencintaimu adalah orang yang akan membuat kamu mengeluarkan airmata bahagia #jujur,0,0,0,0,0,0,0,1
1627,btw yang kena dampak banjir semoga cepat selesai berbenahnya dan ku doakan baik-baik saja,0,0,0,0,0,0,0,1
463,"Untuk saudara2 ku yang terkena banjir,  turut prihatin ya.  Semoga segera surut. Jaga kesehatan dan waspada selalu ",0,0,0,0,0,1,0,1
55,"saya tidak kecil, putih, mungil dan lucu seperti dia yang kamu perhatikan.",0,0,0,0,0,1,0,0
3600,"Love you so much unnieahhhh, bahagia terus, selalu dibersamakan orang² yang baik, sehat selalu ",0,0,0,0,1,0,0,1
3303,"#mnfs mau tanya ada yang punya foto urutan skincare gitu gaa  tolong drop dongg , makasi ",0,1,0,0,0,0,0,0
3546,baru nyadar tahun ini mengandung 29 februari. perasaan baru kemaren ngucapin temen yang ulangtaunnya 4 tahun sekali itu wgwgw,0,0,0,0,1,0,0,0
591,Jangan bandingkan orang yang mencintaimu dengan masa lalumu. Hargai dia yang kini berusaha membuatmu bahagia. #EAW,0,0,0,0,0,0,0,1
3536,"Jakarta banjir,,, bagus lah.. Akhirnya terlihat mana yang terbaik dalam bekerja atau hanya cuma bicara'..",0,0,1,0,0,0,0,0
4050,"Semoga ditahun ini lebih baik ditahun sebelumnya, lebih rajin belajar, dan jadi orang yang lebih baik",0,1,0,0,0,0,0,0
3022,"Nanti bakalan cari suamik yang suka makan, biar masakan aku dimakan sampai habis. ",0,1,0,0,0,0,0,0
1777,Stay safe buat temen temen online yang kena musibah banjir semogaa airnya cepet surut yaa! Aamiin,0,1,0,0,0,0,0,1
184,sedih gak si kalo kalian temenan bertiga trs kalian selalu jd orang terakhir yang tau apa apa,0,0,0,0,0,1,0,0
2097,"Sama sama, semoga 364 hari kedepan dapet vibes yang bagus",0,1,0,0,1,0,0,0
1682,"Semoga apa yang di cita-cita kan akan menjadi kenyataan pada tahun ini, aamiinn",0,1,0,0,1,0,0,0
2564,"Jadilah seseorang yang bisa tersenyum dalam kesulitan, bisa mengumpulkan kekuatan dari kesedihan, dan tumbuh dengan berani.",0,1,0,0,0,0,0,0
3239,Ada gaxih mahasiswa yang ngambil matkul dikit dikit biar per semester ga ngisi banyak kuisioner hhhhh,0,0,1,0,0,0,0,0
3804,"Insha allah, hujan  hari pertama ditahun 2020 adalah pertanda keberkahan dan rezeki yang baik. Aamiin",0,1,0,0,0,0,0,0
1166,Semoga yang di semogakan di tahun ini menjadi kenyataan amiin,0,1,0,0,0,0,0,0
3462,sama sama dan makasih juga yaa! btw kamu fandomnya apa ajaa? yang pasti sih ujung ya? hehe,0,0,0,0,1,0,0,0
1407,happy newyear untuk yang tercinta : @weareoneEXO @layzhang @B_hundred_Hyun,0,0,0,0,1,0,0,0
384,"semoga cepet reda hujannya, dan air nya cepet surut ya yang kena banjir. Amin stay safe all",0,1,0,0,0,0,0,0
3733,"Malem ini seneng bgt, ketemu orang yang bener2 sama isi hatinya. Lega.",0,0,0,0,1,0,0,0
3821,Bersyukur tahun 2019 masih bisa menikmati banyak film bagus dan series yang bagus-bagus banget.,0,0,0,0,1,0,0,0
2179,"Semoga saja, semoga-semoga yang tertunda dapat segera disemogakan.",0,1,0,0,0,0,0,0
211,Happy birthday ya kak semoga apa yang diharapkan cepat twrwujud dan selalu diberikan keberkahan setiap harinya aamiin,0,0,0,0,1,0,0,0
1389,Yang lebih sakit dari disakiti adalah melihat yang disayang tersakiti.,0,0,0,0,0,1,0,0
3997,kalian yang besok udah masuk sekolah apa tyda ingin protes karena liburnya nanggung amat woii?!!!,1,0,0,0,0,0,0,0
1972,Belum lagi orang2 yang rumahnya ditinggal liburan. Huhuhu semoga cepet surut ya.,0,0,0,0,0,1,0,0
93,mencintai bukan hanya mengingat tetapi juga mendoakan orang yang kita cinta meski sedang tidak bersama.,0,1,0,0,1,0,0,1
2053,seneng kali banyak yang doain aku. semoga semua doanya terwujud aminn,0,0,0,0,1,0,0,0
1917,sama kaya yang beb seungwoo. HAPPY BIRTHDAY!!! kok ga bilang kalau ultah,0,0,0,0,1,0,0,0
1772,"Sok tegar diluar padahal didalem hati nangis, cuma itu yang bisa gue rasain :')",0,0,0,0,0,1,0,0
421,2020 banjir dimana mana -_- dan yang  di salahin siapa coba tebak ? Pasti jawabanya sudah ada di pikiran anda,1,0,1,0,0,0,0,0
1618,"Kasian hewan-hewan yang kena banjir:(( kalo manusia nya mah, bodoamat",0,0,1,0,0,1,0,0
3417,Aman Alhamdulillah cuma ada kertas2 kuliah dulu yang ngga sempat diamanin.  Aaamiin ini lagi nunggu surut dikit2,0,0,0,0,1,0,0,0
3992,"Aku tak tahu apa yang terjadi sebenarnya""tetapi""hatiku merasakan sakit yang begitu:"")",0,0,0,0,0,1,0,0
994,Semoga ditahun ini jadi orang yang lebih baik lagi dan bisa banggain ortu,0,1,0,0,1,0,0,0
3414,"Janganlah berubah, teteplah bersamaku. Hanya kau lah yang ku cinta, Selamanya kau ku cinta",0,0,0,0,0,0,0,1
3496,yes akhirnya 2020. udah gada lagi manusia yang menuhankan instagram alias bikin harapan diinstagram bukan sama tuhan.,0,1,0,0,0,0,0,0
3539,Makasih buat semua yang udah follow kita~ terus promote ya biar cepet-cepet diadain kuis follback :D #bot,0,0,0,0,1,0,0,0
766,"Berusaha melupakanmu, sama sulitnya dengan mengingat seseorang yang tak pernah kukenal Teens_Shieren",0,0,0,0,0,1,0,0
1318,"Harapan tahun 2020, semoga tidak bertemu teman yang menggantikan peran tuhan.",0,1,0,0,0,0,0,0
1659,"sehat, selalu bahagia dan semua yang belum tercapai bisa tercapai di taun ini",0,1,0,0,1,0,0,0
4089,Semoga aku bisa jadi salah satu yang ketemu biar nanti kalau ada yang teriakin gitu aku tegor abis-abisan:'D,0,1,0,0,0,0,0,0
757,yaampun banjir dimana2 ya  stay safe kalian yang kena banjir!!,0,0,0,0,0,0,1,1
656,"kaget, ini tu satu²nya yang gampang diakses web nya",0,0,0,0,0,0,1,0
2476,Semoga tahun baru ni dimurahkan rezeki yang melimpah dan tak tinggal solat amin,0,1,0,0,0,0,0,0
3232,"Makanya ka, hati-hati sama orang yang punya hati karena terkadang mereka tak berhati-hati :(",0,0,0,1,0,1,0,0
1657,Semoga tahun ini menjadi tahun yang baik dari sebelumnya yaa,0,1,0,0,1,0,0,0
1273,"Terima kasih untuk hal-hal yang buruk di tahun 2019, kalian menguatkan",0,0,0,0,1,0,0,0
2406,"Happy new year too, jinsol! Moga tahun ini lebih baik dari yang sebelumnya ya!",0,1,0,0,1,0,0,0
3552,"Selamat pagi 2020. Untuk yang masih teler, nanti ashar jangan lupa cuci muka ya :)",0,1,0,0,0,0,0,0
3541,"Mine yang dilamar Bako, aku yg ikutan terharu. Best moment bgt si! Wkwk",0,0,0,0,1,0,0,0
3459,iya hehe biar yang liat jadi senang juga(?) haha apasih salam kenal jugaa kak andin!,0,0,0,0,1,0,0,0
52,"maka sudahilah sedihmu yang belum sudah, segera mulailah syukurmu yang pasti indah, berbahagialah",0,1,0,0,1,0,0,1
456,loh apa ini siapa yang jadian??????!!!!!!!,0,0,0,0,0,0,1,0
454,"Turut prihatin untuk saudaraku yang terkena banjir di daerah Kelapa Gading, Bekasi dan Bandung Barat ",0,0,0,0,0,1,0,0
2309,"anyway, happy new year all! semoga 2020 jadi taun yang sukses buat kita semua:) aamiin",0,1,0,0,1,0,0,0
826,Semoga tahun ini lebih dilimpahkan rezeki dan apa yang dirancang dipermudahkan .,0,1,0,0,0,0,0,1
3588,"Pak, kalau saya, saya yang kangen, pak. Saya Libra dan susah banget move on, pak ",0,0,0,0,0,1,0,0
1661,"stay safe yaa buat yang kena banjir, love youu<3",0,0,0,0,0,0,0,1
761,seneng banget wangi parfum yang aku pake kecampur sama wangi kayuputih..,0,0,0,0,1,0,0,0
1804,"saya cinta anda kian lebih kata-kata, saya cinta anda kian lebih tiap-tiap apa yang saya kerjakan tiap-tiap hari..",0,0,0,0,1,0,0,1
2579,Terimakasih atas kesedihan dan kebagiaan yang terjadi dalam 2019. Hello 2020 iam ready for ....,0,0,0,0,1,0,0,0
1673,semua yang ada padamu begitu indah di pandangan ku.,0,0,0,0,1,0,0,1
403,"2019 : terimakasih sudah menghadirkan suami yang baik dan super sabar, terimakasih untuk anugerah terindah ini ya Allah",0,0,0,0,1,0,0,1
3832,"Sudah tanggal 1 di awal bulan dan di awal tahun 2020 , semoga tanggal2 selanjutnya menjadi tanggal yang selalu istimewa",0,1,0,0,0,0,0,0
3073,Ya allah masih tanggal 1 januari udah muncul aja kekonyolan yang terbawa dari tahun-tahun sebelumnya,0,0,0,0,0,0,1,0
1441,Terimakasih atas pak rt dan warga yang sangat sigap untuk memburu ular ularrrr,0,0,0,0,1,0,0,0
153,"hanya ibu yang mampu menerimaku,walaupun akutelah melakukan kesalahan besar,terima kasih ibu:)*bot",0,0,0,0,1,0,0,1
3168,"Hal paling sulit adalah melepaskan. Dan, mengetahui kalau itu adalah satu-satunya pilihan yang kau punya.",0,0,0,0,0,1,0,0
3125,Nah gitu dong kalau ada yang mt tuh ya dibales walaupun lama setidaknya dihargai wkwkwk,0,0,0,0,1,0,0,0
2755,Ahh noted Dan! Search ko yang sa ShippingCart. Thank you! Happy new year!,0,0,0,0,1,0,0,0
3139,Kenapa yang bagian bodohnya blur itu! Tapi makasih ya sayang aku cinta kamu. Betah betah. <3,0,0,0,0,1,0,0,0
3915,Berkat awal tahun. Semoga mendatangkan berkat yang lainnya ditaun ini pengalaman yang gak akan bisa diganti sama apapun,0,1,0,0,0,0,0,0
1346,Semoga 2020 bisa jadi pribadi yang lebih baik ya byul,0,1,0,0,1,0,0,0
4013,"Setelah dipikir, siapa yg bakal mikir apa yang kamu rasain. Selamat datang 2020 ditunggu kejutannya",0,0,1,0,0,0,0,0
